"Date","facility_name","Admissions","Attendance","Tri_1","Tri_2","Tri_3","Tri_4","Tri_5"
2013-11-16,"Swan District Hospital",22,134,0,12,65,52,4
2013-11-16,"Rockingham General Hospital",23,149,0,18,51,77,0
2013-11-16,"Joondalup Health Campus",70,262,0,23,97,135,6
2013-11-17,"Royal Perth Hospital",113,275,5,43,97,115,15
2013-11-17,"Fremantle Hospital",72,187,0,32,65,69,21
2013-11-17,"Princess Margaret Hospital For Children",34,209,0,6,49,154,0
2013-11-17,"King Edward Memorial Hospital For Women",4,29,0,0,4,17,8
2013-11-17,"Sir Charles Gairdner Hospital",117,190,0,34,93,59,4
2013-11-17,"Armadale/Kelmscott District Memorial Hospital",24,196,0,26,72,89,8
2013-11-17,"Swan District Hospital",18,147,0,23,59,46,18
2013-11-17,"Rockingham General Hospital",17,145,0,16,50,76,3
2013-11-17,"Joondalup Health Campus",72,305,0,39,90,165,11
2013-11-18,"Royal Perth Hospital",107,255,3,43,84,100,25
2013-11-18,"Fremantle Hospital",71,168,0,28,70,56,13
2013-11-18,"Princess Margaret Hospital For Children",43,210,0,10,64,135,0
2013-11-18,"King Edward Memorial Hospital For Women",3,44,0,0,5,13,26
2013-11-18,"Sir Charles Gairdner Hospital",122,207,4,45,100,55,3
2013-11-18,"Armadale/Kelmscott District Memorial Hospital",30,185,0,26,71,70,18
2013-11-18,"Swan District Hospital",27,155,0,24,55,69,6
2013-11-18,"Rockingham General Hospital",19,155,0,19,71,64,0
2013-11-18,"Joondalup Health Campus",77,277,0,44,102,118,13
2013-11-19,"Royal Perth Hospital",88,224,3,47,75,88,11
2013-11-19,"Fremantle Hospital",70,158,0,25,64,58,11
2013-11-19,"Princess Margaret Hospital For Children",30,199,0,10,60,125,4
2013-11-19,"King Edward Memorial Hospital For Women",4,38,0,0,0,24,14
2013-11-19,"Sir Charles Gairdner Hospital",125,191,4,47,89,42,9
2013-11-19,"Armadale/Kelmscott District Memorial Hospital",21,144,0,18,49,72,5
2013-11-19,"Swan District Hospital",14,117,0,21,52,34,8
2013-11-19,"Rockingham General Hospital",15,160,0,10,47,91,11
2013-11-19,"Joondalup Health Campus",81,260,0,29,101,121,7
2013-11-20,"Royal Perth Hospital",98,236,3,33,87,99,14
2013-11-20,"Fremantle Hospital",64,160,0,20,48,60,31
2013-11-20,"Princess Margaret Hospital For Children",37,184,0,10,45,124,4
2013-11-20,"King Edward Memorial Hospital For Women",3,43,0,0,4,21,18
2013-11-20,"Sir Charles Gairdner Hospital",99,158,3,32,64,57,0
2013-11-20,"Armadale/Kelmscott District Memorial Hospital",23,164,0,16,76,64,7
2013-11-20,"Swan District Hospital",17,109,0,17,35,52,4
2013-11-20,"Rockingham General Hospital",21,139,0,16,46,71,6
2013-11-20,"Joondalup Health Campus",67,270,0,33,105,122,8
2013-11-21,"Royal Perth Hospital",106,226,3,33,98,81,11
2013-11-21,"Fremantle Hospital",64,146,0,19,49,59,18
2013-11-21,"Princess Margaret Hospital For Children",38,201,0,6,40,147,7
2013-11-21,"King Edward Memorial Hospital For Women",4,31,0,0,3,19,9
2013-11-21,"Sir Charles Gairdner Hospital",114,185,3,41,80,56,5
2013-11-21,"Armadale/Kelmscott District Memorial Hospital",25,156,0,19,60,66,11
2013-11-21,"Swan District Hospital",31,130,0,27,49,38,16
2013-11-21,"Rockingham General Hospital",21,138,0,13,61,60,3
2013-11-21,"Joondalup Health Campus",80,259,0,28,97,130,3
2013-11-22,"Royal Perth Hospital",106,228,5,31,75,109,8
2013-11-22,"Fremantle Hospital",71,160,3,34,54,51,18
2013-11-22,"Princess Margaret Hospital For Children",35,186,0,7,49,126,3
2013-11-22,"King Edward Memorial Hospital For Women",6,54,0,0,3,29,21
2013-11-22,"Sir Charles Gairdner Hospital",129,193,4,40,94,49,6
2013-11-22,"Armadale/Kelmscott District Memorial Hospital",20,176,0,31,71,65,9
2013-11-22,"Swan District Hospital",27,120,0,13,59,41,6
2013-11-22,"Rockingham General Hospital",15,136,3,16,44,71,0
2013-11-22,"Joondalup Health Campus",72,244,0,23,82,134,3
2013-11-23,"Royal Perth Hospital",95,237,5,34,90,91,17
2013-11-23,"Fremantle Hospital",63,166,0,24,58,65,18
2013-11-23,"Princess Margaret Hospital For Children",38,218,0,4,49,161,3
2013-11-23,"King Edward Memorial Hospital For Women",4,33,0,0,0,24,7
2013-11-23,"Sir Charles Gairdner Hospital",118,186,6,36,78,60,6
2013-11-23,"Armadale/Kelmscott District Memorial Hospital",21,171,0,22,70,66,13
2013-11-23,"Swan District Hospital",20,155,0,17,78,58,0
2013-11-23,"Rockingham General Hospital",8,138,0,23,47,65,0
2013-11-23,"Joondalup Health Campus",76,255,0,27,115,102,9
2013-11-24,"Royal Perth Hospital",98,242,3,30,98,92,19
2013-11-24,"Fremantle Hospital",65,181,3,32,59,75,12
2013-11-24,"Princess Margaret Hospital For Children",33,212,0,5,53,150,4
2013-11-24,"King Edward Memorial Hospital For Women",6,28,0,0,6,19,3
2013-11-24,"Sir Charles Gairdner Hospital",107,173,4,32,79,56,0
2013-11-24,"Armadale/Kelmscott District Memorial Hospital",18,218,0,30,86,96,5
2013-11-24,"Swan District Hospital",15,128,0,29,50,44,4
2013-11-24,"Rockingham General Hospital",17,154,0,23,53,73,4
2013-11-24,"Joondalup Health Campus",84,277,0,26,86,162,3
2013-11-25,"Royal Perth Hospital",90,244,4,40,74,105,21
2013-11-25,"Fremantle Hospital",62,156,0,20,63,50,21
2013-11-25,"Princess Margaret Hospital For Children",28,198,0,6,34,155,0
2013-11-25,"King Edward Memorial Hospital For Women",6,45,0,0,11,23,11
2013-11-25,"Sir Charles Gairdner Hospital",102,198,0,29,95,70,3
2013-11-25,"Armadale/Kelmscott District Memorial Hospital",19,203,0,20,76,89,17
2013-11-25,"Swan District Hospital",27,144,0,22,46,68,8
2013-11-25,"Rockingham General Hospital",12,158,0,23,51,75,9
2013-11-25,"Joondalup Health Campus",73,259,4,34,91,126,4
2013-11-26,"Royal Perth Hospital",112,248,3,45,83,101,15
2013-11-26,"Fremantle Hospital",73,159,0,32,52,57,16
2013-11-26,"Princess Margaret Hospital For Children",30,188,0,10,33,143,0
2013-11-26,"King Edward Memorial Hospital For Women",5,43,0,0,3,30,9
2013-11-26,"Sir Charles Gairdner Hospital",140,195,4,56,99,36,0
2013-11-26,"Armadale/Kelmscott District Memorial Hospital",27,178,0,27,74,70,7
2013-11-26,"Swan District Hospital",19,109,0,22,44,38,3
2013-11-26,"Rockingham General Hospital",14,131,3,13,32,74,9
2013-11-26,"Joondalup Health Campus",72,233,0,29,95,107,0
2013-11-27,"Royal Perth Hospital",100,231,6,30,65,109,21
2013-11-27,"Fremantle Hospital",68,153,0,23,56,49,25
2013-11-27,"Princess Margaret Hospital For Children",26,161,0,0,38,115,5
2013-11-27,"King Edward Memorial Hospital For Women",3,35,0,0,5,16,14
2013-11-27,"Sir Charles Gairdner Hospital",133,199,4,57,85,50,3
2013-11-27,"Armadale/Kelmscott District Memorial Hospital",21,160,0,22,59,74,5
2013-11-27,"Swan District Hospital",19,127,0,23,56,43,5
2013-11-27,"Rockingham General Hospital",13,150,0,14,41,88,6
2013-11-27,"Joondalup Health Campus",90,254,0,40,89,119,5
2013-11-28,"Royal Perth Hospital",110,234,0,46,77,91,18
2013-11-28,"Fremantle Hospital",66,165,0,31,61,59,12
2013-11-28,"Princess Margaret Hospital For Children",26,182,0,7,45,126,0
2013-11-28,"King Edward Memorial Hospital For Women",6,42,0,0,0,24,16
2013-11-28,"Sir Charles Gairdner Hospital",136,195,0,39,94,56,4
2013-11-28,"Armadale/Kelmscott District Memorial Hospital",22,156,0,21,53,74,7
2013-11-28,"Swan District Hospital",28,122,0,16,54,39,12
2013-11-28,"Rockingham General Hospital",11,161,0,20,60,74,6
2013-11-28,"Joondalup Health Campus",87,243,0,35,102,103,3
2013-11-29,"Royal Perth Hospital",98,203,5,34,77,79,8
2013-11-29,"Fremantle Hospital",73,151,0,25,56,54,15
2013-11-29,"Princess Margaret Hospital For Children",35,178,0,9,50,117,0
2013-11-29,"King Edward Memorial Hospital For Women",0,46,0,0,3,32,10
2013-11-29,"Sir Charles Gairdner Hospital",107,171,0,41,65,58,5
2013-11-29,"Armadale/Kelmscott District Memorial Hospital",20,155,3,19,67,51,15
2013-11-29,"Swan District Hospital",34,123,0,25,46,46,5
2013-11-29,"Rockingham General Hospital",16,136,0,26,36,63,11
2013-11-29,"Joondalup Health Campus",67,207,0,40,59,102,5
2013-11-30,"Royal Perth Hospital",78,226,7,29,66,106,18
2013-11-30,"Fremantle Hospital",49,153,0,27,50,64,11
2013-11-30,"Princess Margaret Hospital For Children",26,190,0,4,39,141,5
2013-11-30,"King Edward Memorial Hospital For Women",5,29,0,0,5,17,6
2013-11-30,"Sir Charles Gairdner Hospital",111,186,0,35,90,55,4
2013-11-30,"Armadale/Kelmscott District Memorial Hospital",15,178,0,19,80,76,3
2013-11-30,"Swan District Hospital",23,121,0,21,51,41,7
2013-11-30,"Rockingham General Hospital",14,145,0,14,35,92,3
2013-11-30,"Joondalup Health Campus",63,278,0,30,114,128,4
2013-12-01,"Royal Perth Hospital",100,254,3,37,97,102,14
2013-12-01,"Fremantle Hospital",55,185,0,22,61,80,22
2013-12-01,"Princess Margaret Hospital For Children",27,201,0,4,40,153,3
2013-12-01,"King Edward Memorial Hospital For Women",5,26,0,0,0,19,5
2013-12-01,"Sir Charles Gairdner Hospital",136,209,4,42,96,64,3
2013-12-01,"Armadale/Kelmscott District Memorial Hospital",15,163,0,22,50,83,8
2013-12-01,"Swan District Hospital",31,136,0,27,55,50,3
2013-12-01,"Rockingham General Hospital",19,164,0,21,52,84,6
2013-12-01,"Joondalup Health Campus",59,284,0,26,85,164,8
2013-12-02,"Royal Perth Hospital",91,227,7,36,93,74,17
2013-12-02,"Fremantle Hospital",58,157,0,21,59,53,23
2013-12-02,"Princess Margaret Hospital For Children",34,194,0,6,41,144,3
2013-12-02,"King Edward Memorial Hospital For Women",0,36,0,0,0,23,12
2013-12-02,"Sir Charles Gairdner Hospital",116,187,0,39,92,49,5
2013-12-02,"Armadale/Kelmscott District Memorial Hospital",22,159,0,14,63,70,12
2013-12-02,"Swan District Hospital",24,131,0,12,51,60,7
2013-12-02,"Rockingham General Hospital",14,166,0,15,53,88,10
2013-12-02,"Joondalup Health Campus",68,265,0,31,103,128,0
2013-12-03,"Royal Perth Hospital",98,225,3,34,93,71,24
2013-12-03,"Fremantle Hospital",67,149,0,30,53,53,12
2013-12-03,"Princess Margaret Hospital For Children",33,182,0,9,42,128,3
2013-12-03,"King Edward Memorial Hospital For Women",3,42,0,0,5,20,17
2013-12-03,"Sir Charles Gairdner Hospital",109,163,0,45,79,37,0
2013-12-03,"Armadale/Kelmscott District Memorial Hospital",16,159,0,24,50,77,8
2013-12-03,"Swan District Hospital",17,114,0,15,48,45,6
2013-12-03,"Rockingham General Hospital",18,144,0,10,50,70,14
2013-12-03,"Joondalup Health Campus",78,256,0,33,90,123,9
2013-12-04,"Royal Perth Hospital",80,204,5,32,67,90,9
2013-12-04,"Fremantle Hospital",77,163,0,28,64,52,17
2013-12-04,"Princess Margaret Hospital For Children",24,169,0,4,43,121,0
2013-12-04,"King Edward Memorial Hospital For Women",0,38,0,0,3,25,10
2013-12-04,"Sir Charles Gairdner Hospital",99,154,0,44,70,38,0
2013-12-04,"Armadale/Kelmscott District Memorial Hospital",16,158,0,13,62,71,12
2013-12-04,"Swan District Hospital",28,134,0,24,58,48,3
2013-12-04,"Rockingham General Hospital",17,147,0,21,36,87,0
2013-12-04,"Joondalup Health Campus",65,252,0,26,74,147,5
2013-12-05,"Royal Perth Hospital",110,231,5,37,80,89,20
2013-12-05,"Fremantle Hospital",63,162,0,30,55,71,6
2013-12-05,"Princess Margaret Hospital For Children",34,194,0,11,50,131,0
2013-12-05,"King Edward Memorial Hospital For Women",5,40,0,0,3,22,15
2013-12-05,"Sir Charles Gairdner Hospital",110,162,3,50,55,52,0
2013-12-05,"Armadale/Kelmscott District Memorial Hospital",23,149,0,13,72,51,13
2013-12-05,"Swan District Hospital",25,119,0,14,58,46,0
2013-12-05,"Rockingham General Hospital",17,131,0,9,49,70,0
2013-12-05,"Joondalup Health Campus",61,232,0,28,109,91,0
2013-12-06,"Royal Perth Hospital",86,228,6,31,79,102,10
2013-12-06,"Fremantle Hospital",62,162,0,33,64,52,12
2013-12-06,"Princess Margaret Hospital For Children",26,191,0,4,50,135,0
2013-12-06,"King Edward Memorial Hospital For Women",8,45,0,0,6,21,17
2013-12-06,"Sir Charles Gairdner Hospital",114,162,0,41,88,27,4
2013-12-06,"Armadale/Kelmscott District Memorial Hospital",21,178,0,22,65,86,4
2013-12-06,"Swan District Hospital",21,133,0,21,61,39,11
2013-12-06,"Rockingham General Hospital",17,142,0,20,49,68,4
2013-12-06,"Joondalup Health Campus",68,248,0,23,71,149,4
2013-12-07,"Royal Perth Hospital",74,219,0,30,68,107,12
2013-12-07,"Fremantle Hospital",63,174,0,25,54,73,20
2013-12-07,"Princess Margaret Hospital For Children",35,200,0,4,44,149,0
2013-12-07,"King Edward Memorial Hospital For Women",0,30,0,0,4,19,6
2013-12-07,"Sir Charles Gairdner Hospital",112,174,0,43,73,48,10
2013-12-07,"Armadale/Kelmscott District Memorial Hospital",12,171,0,20,48,90,13
2013-12-07,"Swan District Hospital",34,142,0,17,61,56,7
2013-12-07,"Rockingham General Hospital",15,147,0,18,42,80,6
2013-12-07,"Joondalup Health Campus",67,271,0,28,111,127,4
2013-12-08,"Royal Perth Hospital",82,229,12,26,88,86,17
2013-12-08,"Fremantle Hospital",66,162,0,25,45,71,21
2013-12-08,"Princess Margaret Hospital For Children",27,233,0,9,58,164,0
2013-12-08,"King Edward Memorial Hospital For Women",0,25,0,0,0,18,5
2013-12-08,"Sir Charles Gairdner Hospital",99,178,0,31,81,63,3
2013-12-08,"Armadale/Kelmscott District Memorial Hospital",16,192,0,24,58,105,5
2013-12-08,"Swan District Hospital",27,161,0,17,75,63,6
2013-12-08,"Rockingham General Hospital",15,167,0,14,53,79,21
2013-12-08,"Joondalup Health Campus",63,268,3,27,118,117,3
2013-12-09,"Royal Perth Hospital",105,239,4,35,81,93,26
2013-12-09,"Fremantle Hospital",77,172,3,38,53,60,18
2013-12-09,"Princess Margaret Hospital For Children",31,189,0,4,40,138,5
2013-12-09,"King Edward Memorial Hospital For Women",6,38,0,0,4,33,0
2013-12-09,"Sir Charles Gairdner Hospital",138,202,0,36,103,57,5
2013-12-09,"Armadale/Kelmscott District Memorial Hospital",22,162,0,13,63,60,26
2013-12-09,"Swan District Hospital",32,129,0,22,63,44,0
2013-12-09,"Rockingham General Hospital",14,174,0,18,75,71,10
2013-12-09,"Joondalup Health Campus",85,280,0,40,89,148,0
2013-12-10,"Royal Perth Hospital",87,243,0,30,87,99,25
2013-12-10,"Fremantle Hospital",71,182,0,27,69,54,30
2013-12-10,"Princess Margaret Hospital For Children",17,187,0,3,54,124,6
2013-12-10,"King Edward Memorial Hospital For Women",5,45,0,0,6,27,12
2013-12-10,"Sir Charles Gairdner Hospital",118,182,0,52,80,42,6
2013-12-10,"Armadale/Kelmscott District Memorial Hospital",21,180,0,22,65,75,17
2013-12-10,"Swan District Hospital",18,132,0,27,55,39,11
2013-12-10,"Rockingham General Hospital",17,154,0,18,44,81,10
2013-12-10,"Joondalup Health Campus",77,246,0,20,91,128,6
2013-12-11,"Royal Perth Hospital",89,209,7,39,76,69,18
2013-12-11,"Fremantle Hospital",67,164,0,28,52,60,24
2013-12-11,"Princess Margaret Hospital For Children",30,185,3,5,53,121,3
2013-12-11,"King Edward Memorial Hospital For Women",5,42,0,0,4,22,16
2013-12-11,"Sir Charles Gairdner Hospital",110,167,0,34,77,51,4
2013-12-11,"Armadale/Kelmscott District Memorial Hospital",21,160,0,30,63,57,10
2013-12-11,"Swan District Hospital",18,115,0,23,52,34,6
2013-12-11,"Rockingham General Hospital",25,156,0,29,58,66,3
2013-12-11,"Joondalup Health Campus",68,253,0,29,98,119,6
2013-12-12,"Royal Perth Hospital",91,219,0,33,72,103,8
2013-12-12,"Fremantle Hospital",70,165,0,34,64,49,17
2013-12-12,"Princess Margaret Hospital For Children",28,196,0,6,47,140,3
2013-12-12,"King Edward Memorial Hospital For Women",8,49,0,0,3,33,12
2013-12-12,"Sir Charles Gairdner Hospital",127,180,0,46,94,31,7
2013-12-12,"Armadale/Kelmscott District Memorial Hospital",26,176,0,18,67,85,5
2013-12-12,"Swan District Hospital",34,135,0,20,45,61,7
2013-12-12,"Rockingham General Hospital",10,141,0,15,45,77,3
2013-12-12,"Joondalup Health Campus",80,251,0,34,98,114,3
2013-12-13,"Royal Perth Hospital",107,230,3,32,103,79,13
2013-12-13,"Fremantle Hospital",57,175,0,31,70,56,18
2013-12-13,"Princess Margaret Hospital For Children",24,179,0,6,40,130,3
2013-12-13,"King Edward Memorial Hospital For Women",5,45,0,0,8,23,14
2013-12-13,"Sir Charles Gairdner Hospital",112,168,0,40,77,48,0
2013-12-13,"Armadale/Kelmscott District Memorial Hospital",19,167,0,26,58,79,4
2013-12-13,"Swan District Hospital",22,123,0,15,37,60,9
2013-12-13,"Rockingham General Hospital",12,151,0,15,50,66,20
2013-12-13,"Joondalup Health Campus",64,253,0,23,96,129,5
2013-12-14,"Royal Perth Hospital",87,233,10,25,75,117,6
2013-12-14,"Fremantle Hospital",56,173,0,26,56,69,22
2013-12-14,"Princess Margaret Hospital For Children",27,199,0,3,47,145,3
2013-12-14,"King Edward Memorial Hospital For Women",0,43,0,0,9,24,10
2013-12-14,"Sir Charles Gairdner Hospital",110,170,5,23,111,30,0
2013-12-14,"Armadale/Kelmscott District Memorial Hospital",15,177,0,19,55,81,21
2013-12-14,"Swan District Hospital",26,118,4,16,53,34,11
2013-12-14,"Rockingham General Hospital",12,140,0,23,33,76,8
2013-12-14,"Joondalup Health Campus",75,266,0,25,111,122,6
2013-12-15,"Royal Perth Hospital",75,249,0,30,95,101,21
2013-12-15,"Fremantle Hospital",53,178,3,17,53,74,31
2013-12-15,"Princess Margaret Hospital For Children",20,221,0,4,56,158,3
2013-12-15,"King Edward Memorial Hospital For Women",0,27,0,0,0,15,10
2013-12-15,"Sir Charles Gairdner Hospital",104,168,3,34,92,37,0
2013-12-15,"Armadale/Kelmscott District Memorial Hospital",19,207,0,19,63,95,30
2013-12-15,"Swan District Hospital",32,139,0,24,54,55,6
2013-12-15,"Rockingham General Hospital",11,177,0,16,63,94,4
2013-12-15,"Joondalup Health Campus",61,281,0,29,89,144,18
2013-12-16,"Royal Perth Hospital",105,264,5,32,93,114,20
2013-12-16,"Fremantle Hospital",72,170,0,33,51,51,34
2013-12-16,"Princess Margaret Hospital For Children",38,198,0,13,50,134,0
2013-12-16,"King Edward Memorial Hospital For Women",4,42,0,0,7,19,16
2013-12-16,"Sir Charles Gairdner Hospital",147,207,6,59,108,31,3
2013-12-16,"Armadale/Kelmscott District Memorial Hospital",21,176,0,13,66,75,22
2013-12-16,"Swan District Hospital",19,140,0,20,69,46,4
2013-12-16,"Rockingham General Hospital",19,154,0,14,51,78,11
2013-12-16,"Joondalup Health Campus",77,277,0,35,89,143,10
2013-12-17,"Royal Perth Hospital",87,254,0,34,79,120,20
2013-12-17,"Fremantle Hospital",79,186,3,28,56,74,25
2013-12-17,"Princess Margaret Hospital For Children",32,194,0,5,44,143,0
2013-12-17,"King Edward Memorial Hospital For Women",4,37,0,0,5,17,14
2013-12-17,"Sir Charles Gairdner Hospital",128,191,3,45,93,45,5
2013-12-17,"Armadale/Kelmscott District Memorial Hospital",16,155,0,17,62,55,20
2013-12-17,"Swan District Hospital",27,131,0,25,46,53,6
2013-12-17,"Rockingham General Hospital",21,147,0,20,43,79,5
2013-12-17,"Joondalup Health Campus",67,267,0,40,87,132,7
2013-12-18,"Royal Perth Hospital",95,213,3,40,59,87,24
2013-12-18,"Fremantle Hospital",77,168,3,30,51,68,16
2013-12-18,"Princess Margaret Hospital For Children",31,151,0,3,28,119,0
2013-12-18,"King Edward Memorial Hospital For Women",4,38,0,0,3,15,19
2013-12-18,"Sir Charles Gairdner Hospital",106,158,0,35,72,47,3
2013-12-18,"Armadale/Kelmscott District Memorial Hospital",25,175,0,29,62,70,13
2013-12-18,"Swan District Hospital",32,128,0,22,50,52,3
2013-12-18,"Rockingham General Hospital",13,140,0,8,54,71,6
2013-12-18,"Joondalup Health Campus",68,229,0,29,96,100,3
2013-12-19,"Royal Perth Hospital",102,202,4,26,66,94,12
2013-12-19,"Fremantle Hospital",63,150,0,18,60,63,8
2013-12-19,"Princess Margaret Hospital For Children",25,176,0,8,50,112,4
2013-12-19,"King Edward Memorial Hospital For Women",3,45,0,0,0,22,22
2013-12-19,"Sir Charles Gairdner Hospital",106,169,0,28,75,59,5
2013-12-19,"Armadale/Kelmscott District Memorial Hospital",27,176,0,20,77,64,15
2013-12-19,"Swan District Hospital",35,132,0,25,43,49,14
2013-12-19,"Rockingham General Hospital",14,141,0,23,44,64,9
2013-12-19,"Joondalup Health Campus",74,245,0,23,86,129,5
2013-12-20,"Royal Perth Hospital",106,228,3,34,84,78,29
2013-12-20,"Fremantle Hospital",64,176,0,34,60,66,15
2013-12-20,"Princess Margaret Hospital For Children",34,154,0,7,35,111,0
2013-12-20,"King Edward Memorial Hospital For Women",5,47,0,0,10,25,12
2013-12-20,"Sir Charles Gairdner Hospital",101,175,5,33,92,38,7
2013-12-20,"Armadale/Kelmscott District Memorial Hospital",26,170,0,17,66,79,8
2013-12-20,"Swan District Hospital",23,128,0,21,45,58,3
2013-12-20,"Rockingham General Hospital",17,129,0,22,33,66,7
2013-12-20,"Joondalup Health Campus",72,236,0,30,105,94,7
2013-12-21,"Royal Perth Hospital",92,236,4,29,81,105,17
2013-12-21,"Fremantle Hospital",65,180,0,25,69,76,9
2013-12-21,"Princess Margaret Hospital For Children",35,184,0,9,45,128,0
2013-12-21,"King Edward Memorial Hospital For Women",5,35,0,0,9,18,8
2013-12-21,"Sir Charles Gairdner Hospital",119,185,0,34,93,54,4
2013-12-21,"Armadale/Kelmscott District Memorial Hospital",9,173,0,24,55,82,11
2013-12-21,"Swan District Hospital",32,124,0,12,62,41,8
